;osm_type;osm_id;internal_id;query;confidence_interval
205;way;932055659;0x130e4562d86349f3:0x51dab8a7a09a4fda;Australian high commission, Triq ir-Rampa ta' Ta' Xbiex;0.999999763664795
206;node;5849174385;0x130e45647506d89b:0x15d042102d4df10;Maypole, Triq Madre Debrincat;0.9999989468770386
207;node;5849065388;0x130e4565000a6d1b:0x82f660f0ee32f89b;Pembroke Foodstore Crai, Triq Patri Indri Vella 77;0.999996815932658
208;node;7232315333;0x130e45657785143f:0xcf48fb0ab3d94d4a;Pembroke Pharmacy, Triq G Malfeggiani, Pembroke;0.9999992980989829
209;way;137843524;0x130e456744f95e07:0x1ea1f81539517e0f;Villa St. Anna, Triq il-Qaliet, Marsaskala;0.9992101966127839
210;node;4411473394;0x130e456789937099:0xf746f050f759903c;garden complex fitness centre, Triq Is-Sidra;0.9999995011529
211;node;4149983789;0x130e4568df2dc6f5:0x7c31b82905d90b0d;Camas Malta, Triq Santu Wistin;0.9999986071296232
212;node;7823916985;0x130e45690e48f52b:0x8358d20ed2b05ab0;Le majoliche, Triq Elija Zammit;0.9999927179555264
213;node;4911634058;0x130e45691da12aa5:0xba6d3d24090a1030;The District Hotel, Triq Santu Wistin, St. Julian's;0.9999997582738772
214;node;5509427285;0x130e456934578929:0xd9be14ea32c5e8c2;be.Hotel, Sqaq Lourdes, 3311, St. Julian's;0.9999995391362544
215;node;3562174095;0x130e456936ed3323:0x63685b100be2c011;Capt. A. Caruana, Triq Santu Wistin, St. Julian's;1.0
216;node;4377516191;0x130e456939fd14c9:0x37d018d5b33629af;Casino Malta by Olympic Casino, eden place st Augustine street, st George's bay;0.999998122759758
217;node;4359858896;0x130e456972d524cf:0xbaf39d46f26d5899;EC Malta, Triq Marguerite Mangion, 3180;0.9999987212938504
218;node;4256196489;0x130e4569f2cbab7b:0xf6f2a06f84809f83;The Residence St Julians, Triq Luigi Apap, STJ3325;0.9999989482113076
219;node;2479873932;0x130e456a00107a99:0x1af5b84be414e4fd;Krispy Café Bar, Triq Dobbie, St. Julians;0.9999772974832805
220;node;4585567757;0x130e456a008ffed9:0x3be2f23847bce534;Ferry Terminal Spinola (under construction), Gorg Borg Olivier, St. Julian's;0.999982026534974
221;node;4300136401;0x130e456a0d03173f:0x71a359e3ea2f8fbb;Gululu - Kċina Maltija u Ftajjarija, Triq Spinola 133, STJ3013, San Ġiljan;0.9999994573855816
222;node;4201941594;0x130e456a1b7c9217:0x371ed4e948f0156d;Sardinella Restaurant, Triq San Ġorġ;0.9999995072125641
223;node;4290842943;0x130e456a2fd11b99:0x1ec9b6a80f673191;BIG G'S, Triq San Ǵorǵ;0.9999997285025891
224;node;5182448716;0x130e456a36ce729d:0xcf3677ed63a03ee0;Marco Polo, Triq Ross;0.9999992925526473
225;node;6341495285;0x130e456a4e4601cd:0x34762a7b4ef66faf;Cleand & Souchet, Vjal Portomaso;0.9999979387662619
226;node;369678615;0x130e456a808f528b:0x867bfeae3f40e149;Hard Rock Cafe, St. Julian's;0.9999987984372102
227;way;33569535;0x130e456abcb56fa5:0x4159162f2d792b86;Cavalieri, Spinola Road, STJ 3019, St. Julian's;0.9999985304656628
228;way;33569420;0x130e456b01562117:0xcc50d0fd1b403a4;Hilton Malta, Portomaso, PTM 01, St. Julian's;0.9999973440063501
229;node;2479888437;0x130e456b894dcee7:0xcdcbda8aab60fa84;Golden Tulip Vivaldi, Triq Dragunara, STJ3141, St. Julians;0.9999998688915022
230;node;386835683;0x130e456b91348595:0x445ed64a173f2dc4;Tana del Lupo, Triq il-Wilga 58a, Paceville;0.9999990517949359
231;node;2070507414;0x130e456b99b5e3cd:0xa66d4b529bb6f5ab;Shiva's, Triq Dragunara 8;0.9999994909775904
232;node;2478245086;0x130e456bbd73ff6d:0x3f584a822e6861bb;Alexandra Palace Hotel, Triq Schreiber, STJ3081, St. Julians;0.9999994754855465
233;node;1332708982;0x130e456bbfe91a17:0x4d9099a51e8b62f1;Valentina, Triq Dobbie, STJ3070, St. Julians;0.9999985174685629
234;node;2479873929;0x130e456bc698e8f5:0x52131d898cd26197;Il Pirata, Triq Paceville 41, St. Julians;0.9999993063324061
235;node;2480273648;0x130e456bcb8270b5:0xabee4d634c3deaaa;Maltese Mama, Triq Paceville 19-21, St. Julians;0.9999992409820827
236;node;496330622;0x130e456bcde63abd:0xcc7740137465ea03;The Avenue, Triq Gort, STJ 3063, St. Julian's;0.9999996362395702
237;node;4373975289;0x130e456be21ef713:0x7e715c82e8e16dfe;PV Hostel, Triq il-Wilġa;0.999998853818118
238;node;6651345802;0x130e456be5327d97:0xf6f16dd86ef5c111;L'Ostricaio, Triq Ball;0.9999991653115758
239;node;2479873930;0x130e456be9f32b6b:0x5df9b79a01eb85fb;The George, Triq Paceville, STJ3103, St. Julians;0.9999988013517185
240;node;2480289907;0x130e456beb78b27b:0xb483bd7dc12ba45f;Lombard Bank, Triq Paceville, STJ3103, St. Julians;0.9999994484061281
241;node;4343037431;0x130e456beec9e183:0x7de1e254e43cb39d;De Olde Keg, Triq il-Wilġa, Paceville;0.999999436390604
242;way;131338188;0x130e456de64b489f:0x63206b35bcd037e6;Corinthia (St George's Bay), St. Julians, STJ 3301, St George's Bay;0.9999994809629333
243;node;6432389295;0x130e456ecb0f6583:0xeacf846c6b045019;eeet well, Triq Mercanti;0.9997275254814165
244;way;341313261;0x130e457071fdfeb9:0x2c417664ababf34b;St. Julian's Court Block B, Triq Alfons Maria Galea, STJ 1041, St. Julian's;0.9999983654149788
245;node;5912087490;0x130e4574b09970bf:0x32bbf63b30fd29a3;Luggage storage, Triq Santa Lucija 15 a;0.9999999093604659
246;node;6087610879;0x130e457d01cbd787:0x4eb9af52943ffe9;Gentleman's Barbershop, Triq Tas-Sliema;0.9999994745854838
247;node;6350314799;0x130e4585dd27ab1d:0x5d65e809c355ec26;Smart Wash, Triq H. Calleja Schembri;0.9999998146513885
248;node;6203028470;0x130e45895bee5527:0xe8f49e48afc42596;AJ's Cafe, Rue D'Argens, L-Imsida;0.9999994745183385
249;node;6235800256;0x130e4596aabee79f:0xa6f38efbf42368bc;Zwiit Cravings Cafe, Tower Road 270;0.9999987540565383
250;node;4479091289;0x130e4598596e8d2b:0x43f6e2b616e63750;School, Triq Edgar Bernard;0.9999981311970431
251;node;5894677146;0x130e4598c07492e5:0x9fa2008b94ef797a;Euronet ATM, Rue D'Argens;0.9999565831558639
252;node;6750508448;0x130e45996b0e7e2b:0x770d176154dde77e;e-cars, Triq Testaferrata;0.9999943314544961
253;node;6647886796;0x130e459b8a7b38d5:0x4e7957d9a765103f;Bluwash, Msida Circus;0.9999996843306767
254;node;6202175885;0x130e45a7fb6c4a9f:0x27e8e3c728481e0b;Mediterranean Court, Ix-Xatt ta' Tigné;0.9999963122656726
255;node;7257539382;0x130e45a877704d01:0x1ee1c38b61cb435;Tenda, Triq Santa Luċija 49, Valletta;0.999999607639715
256;node;7159073122;0x130e45ace1d5e8eb:0x854cc7b82338e1f6;Coffee Circus Porto, Rue d'Argens 149;0.999999821599821
257;node;6247417466;0x130e45b521f64cc9:0x67eb424136f2b37f;Storie & Sapori, The Strand;0.9999998098236296
258;node;5896612781;0x130e45b851c46ccf:0xfbd10402dd10d95c;J&M Self service, Triq Manoel de Vilhena;0.9999996386489332
259;way;452006838;0x130e45b881ee0cb3:0x815bf9218665a089;Triq il-Kbira, SLM 1540, Tas-Sliema;0.9999893708594558
260;node;7159231287;0x130e45c1181fd3fd:0x93f602ef0142f5a9;Alchemy, steait street;0.9999994132815977
261;way;969910543;0x130e45c5446d5a55:0x3468146135bd003e;Embassy of Palestine, Triq il-Modd 52, SWQ 2371, Is-Swieqi;0.9999996018812569
262;node;7875641867;0x130e45c673fd5947:0x7c68c4a7f8c40e40;Ben Estates, Triq Ta' L-Ibraġġ, Is-Swieqi;0.9999924160775864
263;node;2803444951;0x130e45c7184665cb:0x485d43d4c4a00726;Mr. Maxims, Lower Ross Street 1, St. Julian's;0.999874919608656
264;node;5755709021;0x130e45c87f7ffb31:0x2ad6d227a51befcc;Dolceria Micallef valletta, Triq San Pawl 339;0.9999989012305662
265;node;6376173561;0x130e45cfa450552b:0xac7668fa5429a5cd;Avotaco, Triq l-Abate Rigord;0.9999982686642294
266;node;7058225070;0x130e45d44104bd6d:0x1ad3a7fbd4e2fcb6;Decathlon, Triq It-tigrija Al, Qormi MRS 2912;0.9999985777498741
267;node;6039720625;0x130e45d711ae29f1:0x81b2aef357ef7ddf;Gzira Self Service, Triq Ir-Rebha 61;0.9999981726246159
268;way;172649839;0x130e45d92e754a17:0x118ea42d87972b87;The Podium, Triq San Mark;0.9999976725370642
269;node;6647786926;0x130e45e418165649:0x77ed969dd22f2849;Water point, Triq Il-Punent;0.9999994382656284
270;node;6945631475;0x130e45e4579941f1:0x355b52205004f4f;Zen to Go, Triq San Gorg, Ta' Xbiex;0.9998687768210867
271;node;6558354107;0x130e45eafa81a8e7:0xc67f03deaf58c0ec;The Thirsty Lawyer, Strait Street 97-98, Valletta;0.9999988983857079
272;node;6573898726;0x130e45f7737c3c73:0xed572ae174d22a93;Porsche, Triq Testaferrata, L-Imsida;0.9999988470118815
273;node;6511616070;0x130e45f77fcac6d3:0xb536513b02420562;L'angolo, Triq ir-Rebha;0.9999994624145837
274;node;7214697888;0x130e45fd44eb6229:0xe7f639fb0bdac132;Tikkas Thai Street Food, Triq In-Naxxar 43, 9033;0.9999995661468387
275;relation;12663145;0x130e45fdae3d42ad:0x3167b62842dcbaf;St. Monica School, Triq Maria Teresa Spinelli, GZR 1713, Il-Gżira;0.9999976680578992
276;way;279285991;0x130e4b09ca6d40e9:0x4911fc8dd0b0d628;Amabile Cauchi, Għajnsielem;0.9999995504754159
277;node;759231967;0x130e4b1011b2d685:0x7811ff0ace37d15b;Blue Waters Dive Cove, Qala;0.9999988363622914
278;node;759183319;0x130e4b179cfaf81f:0x5750b4318868896a;Ur Choice Supermarket, Triq il-Forn;0.9999995742547279
279;node;3818694412;0x130e4b18f932a4db:0x8ebd34401f8eaa4a;Il-Wileġ Bed and Breakfast, Triq il-Mithna 54, QLA 1914, Qala;0.9999991034450434
280;node;759221676;0x130e4b18fe24593f:0xfd74b0983cf26ae2;Il Wileġ Restaurant, Triq il-Wileg 33, QLA 1930, Qala;0.9999996107084811
281;way;292135059;0x130e4b19dd343357:0x2439a8ffd7beda81;Qala;0.999892903536381
282;node;4482552860;0x130e4b2273600755:0x143b183c0c82644c;Qala Repose, Triq ta'Cini, Qala;0.9999989008034352
283;node;2956190652;0x130e4b292ef49aaf:0x67b274fbf4f9f570;Nadur;0.9999413677389957
284;way;311874891;0x130e4b4846aecd11:0x4ab28992ef07b1a7;Grand Hotel Gozo, Mgarr;0.9999979890262459
285;way;311874888;0x130e4b4896a4ee8d:0x5c8f87ddf11811e0;Gleneagles, Mgarr;0.9999998448098524
286;way;239809025;0x130e4c0dbd4161b9:0x4d149349a901fc3b;Ray's Lido Restaurant, MLH02, Little Armier Bay;0.9999985317326919
287;node;436544919;0x130e4c2cd3aef931:0x6bf0542bf7496a83;Santa Marija Service Station, Triq il-Kbira 268, Mellieħa;0.9999998061736843
288;node;5986545685;0x130e4c2d331ba895:0xd0c669819d0dffcc;Mellieha Judo Club, Triq il-Garzella, MLH2021, Mellieħa;0.9999993384346149
289;node;7234694904;0x130e4c2d33591391:0xd110befcd19f5801;Tomorrow's Home, Triq il-Kbira 222, Mellieħa;0.9999991421015101
290;node;7234694905;0x130e4c2d5568f0cb:0xbc4915987722f720;Miracle foods, Triq il-Kbira 238, Mellieħa;0.9999998784360091
291;way;778983958;0x130e4c2f67dbf1d9:0x71f12a3da422fd0;Triq J Kepler 19, Il-Mellieħa;0.9999985559696349
292;way;283412226;0x130e4c32e1a30159:0xebd0a55dfb4557b0;Mellieħa;0.9999234988655935
293;way;291194491;0x130e4c334c62e6dd:0xff8b437d53ba1d70;Schere Café Bar, Triq Sant' Anna, MLH1022, Mellieħa;0.999999677710591
294;node;464766507;0x130e4c335c93e933:0xaad87a3935f057ae;Bank of Valletta, Triq Ġorġ Borg Olivier 34, MLH 1025, Mellieħa;0.9999993717740313
295;node;6331046185;0x130e4c3389cba067:0x63e7163d69611b60;Grotto, Triq Santa Rita;0.9993747075228278
296;way;24274819;0x130e4c3411d54475:0xb2e34284c2090fb4;Mellieha Parish Church, Triq is-Santwarju, Il-Mellieħa;0.9999983160376128
297;node;3267981682;0x130e4c341df9485d:0xbad01379001d66a0;Sea View Bar, Road Salvinu Vella;0.9999992888426558
298;node;7271658213;0x130e4c34a15bc647:0x93622a7e50f5fb5d;Mellieha Local Council, Triq il-Mitħna l-Ġdida 126, MLĦ 1107, Mellieħa;0.9999997091632983
299;node;6297835300;0x130e4c34a8a5f917:0xc11336802c51b826;Start Computers, Triq il-Mitħna l-Ġdida 108, MLH1106, Mellieħa;0.9999997337572208
300;node;6298039166;0x130e4c34a9a3e5ff:0xc3855658c36b5d8a;Mellieha Post Office, Triq Il-Mitħna l-Ġdida, Mellieħa;0.999999206704272
301;way;318213609;0x130e4c34eabc0e6f:0x6f763b4de61e52e1;Dar il-Madonna tal-Mellieha, Triq il-Qalb Imqaddsa, Mellieħa;0.9999968212741777
302;node;4695528889;0x130e4c37de54f917:0xebd3bfa3a1171244;Seashell Diving Centre, Triq il-Marfa;0.9999984251056826
303;way;388179870;0x130e4c37e0d16561:0xfee8232fd293ec6b;Tunnynet, Triq il-Marfa, Il-Mellieħa;0.9999976980584498
304;way;422428405;0x130e4c4426621fad:0x4969909a5bace8ed;Munchies Mellieha Bay, Triq il-Marfa, Il-Mellieħa;0.9999998799247602
305;way;33550741;0x130e4c641c37e851:0x521a52c83ed0528e;Triq il-Marfa Dar Betsajda, Cirkewwa;0.9999990646674338
306;node;4158309892;0x130e4c89f42d38fb:0xae0fae075a74fbfe;Paradise Diving, Triq il-Marfa, Mellieha;0.9999982124399198
307;node;7253124801;0x130e4d05cfd7b10f:0x23723d70357b62c5;Citadel, Triq tas-Salib 7;0.9999994783410132
308;node;7815046588;0x130e4d615ec07bb5:0x28442b0a5d68417f;Bouquet Garni, Triq Ġorġ Borg Olivier 4;0.9999994488992762
309;node;1187919665;0x130e4d970a124fcb:0x63401bdd462dcc1e;Apple's Eye, Golden Bay;0.9999986510763603
310;node;2945938142;0x130e4dd2ad1e1b57:0xad36227f0ebeea13;Crosskeys, Triq il-Kbira, Mellieħa;0.9999994421688131
311;node;5363881822;0x130e4dd2b3523d5d:0x98eed2ed38dcb1ec;Valyou Supermarket, Triq il-Kbira;0.9999996546959408
312;node;7043195286;0x130e4dd333ef6553:0xb516013f36bca752;Green Valley Supermarket, Triq Il-Fortizza;0.999999313046966
313;node;4617839206;0x130e4dec349f735b:0x57e2cc8b0a0afcc6;Ta' Celita - Sunny Bar and Restaurant, Triq Sir Harry Luke 1, MGR 1502, L-Imġarr;0.999999246478965
314;way;414212212;0x130e4df09b8768e9:0x876ddf2a693d7e8d;Mġarr;0.9999621570047817
315;node;1292872948;0x130e4e2a83097b09:0x47f83be3f6238a7f;Triq il-Mosta;0.9998359733435719
316;node;4763796722;0x130e4e2b9083fe19:0x619ee783d17120c8;Miracle Foods, Triq Nikol Muscat, Il-Mosta;0.9999994410918
317;node;1160033749;0x130e4e2dd6f56479:0x500fdca2c4de89a6;Kentish Fried Chicken, Triq Il-Kostituzzjoni, Il-Mosta;0.999999771702842
318;node;4639414707;0x130e4e2e3bdeed81:0x27377b4a2ced8dd5;Adam's Fish Shop, Triq Il-Kostituzzjoni 333B, Il-Mosta;0.9999985245148539
319;node;5139640122;0x130e4e2e6b6a1ad7:0x99b9afbe0ec27f43;Iceland Supermarket, Triq Il-Kostituzzjoni;0.9999991825888488
320;way;222768515;0x130e4e2f72f64521:0x2cc3f9f5f932eff3;Dar San Ġużepp, Triq il-Missjunarji Maltin;0.9999990315390886
321;node;5415944325;0x130e4e2f993ffac7:0x88f2be9b88bbfd01;Ta' Bistra Catacombs, Triq Francesco Napuljun Tagliaferro;0.9999997619768975
322;node;2731400625;0x130e4e2fae476709:0x6619f03a93874ca4;Triq il-Missjunarji Maltin;0.9999820804568601
323;way;469643129;0x130e4e3210bcfcfb:0xd086e7c68a1a055d;Lidl, Triq Id-Difiza Civili, MST 1743, Mosta;0.9999997566927511
324;way;668824115;0x130e4e32ba96b583:0x363b6582ad310eb4;RS2, Triq il-Fortizza, Il-Mosta;0.9999985871164074
325;way;157085939;0x130e4e379a1a150f:0x45de3e4014094915;Sherries Estates, Triq Burmarrad, Burmarrad;0.999997613479481
326;node;6948495485;0x130e4e58215fee53:0xbaaa2dc97cbf5e9b;Made in Sicily, Triq Il-Korp Tal-Pijunieri;0.9999861476748627
327;way;153019336;0x130e4e5852d850f7:0x966200d4f6e7c3cd;Hotel Oriana, Triq Ċensu Tanti;0.9999994033363461
328;node;4596640103;0x130e4e585638c67f:0xff9b0a39dab8684e;Eurosaver, Triq Ċensu Tanti, Buġibba;0.9999982813965551
329;node;5740986021;0x130e4e592cef22ad:0x1a5bafef8f46c4f9;Alpha School of English, Triq l-Arznell;0.9999995722245241
330;node;4393028507;0x130e4e5ec9c89439:0xe48ebc5a03239d52;The Dounut Factory, Triq il-Mosta, St Paul`s Bay;0.9999995065019486
331;node;4103565289;0x130e4e5edce6663f:0x4dc54329c9358440;Fins and Gills, Triq il-Mosta;0.9999992145667786
332;node;4314010489;0x130e4e5ee87159a1:0x98cd88e5932acb36;Gandhi Tandoori, Triq il-Mosta;0.9999993798464998
333;node;7272881032;0x130e4e60f9a5cd75:0x3f650ca7e6bb7392;Dinky Fingers, Triq San Pawl 493;0.9999996520515565
334;node;7273355994;0x130e4e637f22365d:0x750d31877696ad1e;Kunsill Lokali San Pawl il-Baħar, SPB 3418;0.9999998153902615
335;way;367557633;0x130e4e698d84e505:0x600c991898dd0537;San Pawl il-Baħar;0.9999097380181189
336;node;2931244770;0x130e4e7911c37b85:0x9b4f3e7abd79f289;Xemxija Pitstop, Xemxija;0.9999998693375397
337;node;5466292623;0x130e4e793a048f0d:0x3f086236829824b4;Porto del sol, Telgħet ix-Xemxija;0.9999985702592528
338;node;2931342556;0x130e4e793c84eb67:0x843e703f8079ecd;Munchy Monkey, Ix-Xemxija;0.9999998606283899
339;node;7273355997;0x130e4e8027c3be77:0x389b028693a0d25a;Selmun Bar & Restaurant, Triq Selmun 36;0.9999992968672536
340;node;7040068485;0x130e4ef66c1e1e2d:0x292ec7ea0869aff2;Hornblower Cruises, Dawret il-Gzejjer, 2508;0.9999980467220476
341;node;6652721198;0x130e4ef78da97e95:0xb5b765554150b916;Choco Kebab Cafe, Triq Sant' Antnin 228;0.9999990043481335
342;node;7039318490;0x130e4ef7b4ec9d25:0x848879590343bcb7;Trattoria 'a Lanterna, Triq San Xmun 160, 2575;0.9999997518893214
343;node;1422403323;0x130e4ef7c2bf4e6d:0xb9b07b521633437e;Whyte Harte, Gandoffli 74;0.9999987668301235
344;node;4929511121;0x130e4ef7fe8ea9e7:0x9aaab4c79172716c;Compass Car Hire, Qroll;0.9999988465567394
345;node;7728052155;0x130e4ef81a2c1967:0xea4a65879009c93f;The Donut Factory, Triq il-Ħalel 85, Bugibba;0.9999995630919061
346;node;2246530243;0x130e4ef86062c03f:0xb4432304c32e2ad3;Munchies Shak Bar, Triq it-Turisti;0.9999994197603377
347;node;4450923389;0x130e4ef8e29d4951:0x61ebafaf4c3ef425;La Sorpresa, Triq it-Turisti;0.9999992076379464
348;node;4232165889;0x130e4ef9229d4033:0x4604cde135a4c898;The George, Triq it-Turisti;0.9999984654028844
349;node;297019799;0x130e4ef939ddb53d:0x1e3fc59880ade56e;Trolees, Triq il-Merluzz;0.9999992673036444
350;node;4122664974;0x130e4ef953694989:0x28a62d013df9e16f;Park lane aparthotel, Triq il-Maskli;0.999997591026546
351;way;275577212;0x130e4efd1fe908d5:0x8db8cd849c4a7d71;Malta National Aquarium, Triq it-Trunċiera, SPB 1500;0.9999994698895754
352;node;5310405621;0x130e4efe39e7ec9f:0x3f5062b49039a1ca;Zigumar Restaurant, Triq il-Luzzu;0.9999996658621343
353;way;275577214;0x130e4efeacf38dfd:0xf75291cdd87456dc;Qawra;0.9999663879775191
354;node;5054440752;0x130e4eff6d36c7f1:0xcae82007b0e874b2;Hotel Soreda, Andrew Cunningham Street, Qawra SPB 1744;0.9999978276484675
355;way;131354712;0x130e4f05e703882f:0x59e7538d23884899;The Westin Dragonara Resort, Triq Dragunara, STJ 3143, St Julian;0.9999993468617933
356;node;7273355996;0x130e4f0fdbf6ff9f:0xae1cd25ba3ed237;Wines & Co., Xemxija Hill 39, Ix-Xemxija;0.9999937934950025
357;node;6659934687;0x130e4f20cfe24543:0xdac22ce22fa281b5;Bukkun, Triq il-Kbira 150;0.999999495169595
358;node;7796129385;0x130e4f2d60cf67af:0x756f610a461eca23;Triq Geronimo Abos 109;0.9999977499594441
359;way;184066124;0x130e4f4b34fbe811:0x7ce0d478db7709cf;Pjazza s-16 ta' Settembru, MST, Mosta;0.9999973097104188
360;node;4361798990;0x130e4f65201408ed:0x61580026a03a145d;Saint Anne's clinic, Triq il-Karmnu;0.9999981585019811
361;node;5857541685;0x130e4f6ee5a6f2df:0x4889a30dd6ee8c0c;Charity Shop, Triq Ġorg Borġ Olivier;0.999267494258568
362;node;7272881009;0x130e4f91fe6e6c0f:0x1dfcb48c25acb71c;B. Grima & Sons Ltd., Triq Jean De La Cassiere, SPB 3138, St Paul`s Bay;0.9999979068074187
363;way;276440053;0x130e4f99110a2a09:0x508995f71142a5c9;Gnien Santa Marija tal-Angli, Baħar iċ-Ċagħaq;0.9999802695570564
364;way;275699955;0x130e4f9b74bc8e0f:0xc327573ed2019f98;Malta Marine Park, Tul il-kosta, NXR 9038, Bahar ic-Caghaq;0.9999986763017735
365;node;6367991575;0x130e4fb67695ce27:0x9944157299f1c30d;Good Earth, Triq Il-Kbira;0.999536084063693
366;node;767819773;0x130e4fc28f897ca1:0xdd8f7d2213e44444;Valyou Superstore, Triq il-Parroċċa, Naxxar;0.9999974051610574
367;node;4339070695;0x130e4fc325b17461:0x95c83a7a1746c2c6;BRASS@KNUCKLE, Oratorju;0.9999987610634424
368;node;4255831989;0x130e4fc4b75ba3db:0x5135dac2cdf34ac8;Knights in Malta B&B, Triq Santa Lucija 138;0.9999995142282325
369;node;4249212489;0x130e4fca681ffe7d:0x293f347eb385e823;HomeTrends Baby & Kids, Taz-Zwejt, SGN3000;0.9999985847288456
370;node;7881276839;0x130e4fcccd33c337:0x2da7a02d05f41421;ABC Diving, Triq il-Fekruna, San Pawl il-Baħar;0.9999993123229856
371;node;5244173697;0x130e4fd07082e90b:0x1b4747242357eaf6;Maypole Confectionery, Vial Il-21 Settembru, In-Naxxar;0.9999998558013299
372;way;656161079;0x130e4fd0be62a6bd:0x1149537ceb0b1a1e;Ċentru Pastorali Sant'Andrija, Triq Il-Kostituzzjoni, Il-Mosta;0.9998700219031906
373;node;7878465350;0x130e4fd20d9f2ec7:0xe555b9633830e58a;Maltco, Vjal il-Qalbiena Mostin, Il-Mosta;0.9999994111013714
374;node;7878465351;0x130e4fd20e0cf90f:0x1f1eb8b96f68f508;Maypole Confectionery, Vjal il-Qalbiena Mostin, Il-Mosta;0.9999998849056047
375;node;5371888758;0x130e4fd26221bf3f:0x9884abc9f13c6eb8;Santa Margerita Pharmacy, Vjal il-Qalbiena Mostin, Il-Mosta;0.9999977984473313
376;way;307522300;0x130e4fd3892dd7b9:0xc7e94747c3647e86;Mosta;0.9999666926611039
377;node;455230993;0x130e4fd4a32fceab:0xed9785c11c14a590;Save Wise Supermarket, Triq Wied Is-Sir;0.9999991429580984
378;node;7119482285;0x130e4fd4cc6d016f:0xd2112d38414cfeeb;La Tartine, 11/12 Pjazza Rotonda II- Mosta MST 9042 , Malta, 9042;0.9999997786940189
379;node;6338246485;0x130e4fd4cce2550b:0x1a7f3a2c81a6c253;The Cake Box, Triq il-Kbira;0.9999975900214866
380;node;1164067689;0x130e4fd4ccf85dc7:0xee24b5a44c5fed94;APS Bank, Il-Pjazza tar-Rotunda, Mosta;0.9999993873243509
381;node;5910424886;0x130e4fd6de09dd05:0xeb23aa7527424778;PolMalta Polish Shop St. Julian’s, 3A Lapsi Street;0.9999991925765719
382;way;364342779;0x130e4fd7e1a0956f:0xd230a0363f33b630;PAMA Supermarket, Valletta Road, MST 9017, Mosta;0.9999958475215046
383;way;623835160;0x130e4fd802f5edaf:0xcd126328d6d5d41c;Halmann Vella Ltd., Triq Il-Mosta The Factory, LJA9016, Ħal Lija;0.9999974713643716
384;node;4674495365;0x130e4fd90e696f5f:0x5a3110fec2bfde86;Yue, Labour Avenue, NXR9027, Naxxar;0.9999992120542609
385;node;7862897515;0x130e4fdb91832f25:0xafd5b32ec15fbfd5;Cathedral Optical, Triq Kananea, Ħ'Attard;0.9998864319483376
386;node;2916175996;0x130e4fdf4b6d5ce5:0x8ebf4975a52b570b;Subaru Malta, Triq Il-Mosta Lia Buildings, LJA 9012, Lija;0.9999996026603765
387;way;279281503;0x130e4fdff8dc2339:0x3b1b154cf8bf6644;Ħal Lija;0.9999340767025424
388;node;4202052052;0x130e4fe1d586f1d1:0x7136240fcea7a97f;Teamsport, Triq Dun Karm, IKL 9022, Iklin;0.9999986436387427
389;way;276452020;0x130e4fe25ad166bf:0x61e6d03f74653f62;Pjazza Ninu Cremona, Iklin;0.9999971865923185
390;way;33684627;0x130e4fe83aaed341:0x413c1b8d4a4fc53b;Palazzo Parisio & Gardens, Victory Square 29, NXR 1700, Naxxar;0.9999992962298822
391;node;2826228093;0x130e4fe91620695b:0x28313bd97cad1ff3;Naxxar;0.999841010538281
392;way;344980591;0x130e4feec09fd5c7:0xcfc0ed14f53c2358;Solar Solutions, Triq Tal-Balal 2, San Gwann;0.9999991535748757
393;node;7272881004;0x130e4fef60fac185:0xa5513672e8caed8;Nutrition House, Triq il-Lampuki 59;0.9999990601026607
394;node;4107217889;0x130e4fefa7951cbf:0x1bf284bfdb22b8cf;Bitmac Ltd, Tal-Balal;0.9999848929810581
395;way;284055477;0x130e4ff1c213e70f:0x814814b509f6273f;Liaco Limited, Triq Il-Mosta Lia Buildings, LJA 9012, Lija;0.9999995443064321
396;way;414225078;0x130e4ff3541941ef:0xa1353e4df0a5df61;Gharghur;0.9999863747860268
397;way;366449067;0x130e4ff51ccf8015:0x3795c815687af4ee;Il-Kappella ta' Sant'Anna, Pjazzetta Sant' Anna, Ħ'Attard;0.9993761511542696
398;node;3261416104;0x130e4ff824eed1d3:0x7df93a393fb75b72;The Corner Office, Triq Il-Kapuccini, San Gwann;0.9999133390346187
399;node;4249210790;0x130e4ff92b9a5503:0x79cda2559d2daa7f;HomeTrends, Taz-Zwejt, SGN3000;0.9999994402911055
400;node;7171400970;0x130e4ffde36ed2bf:0x8a338177224455f2;Inspire Charity Shop, Triq Tumas Fenech 40, Birkirkara;0.999998216293793
401;node;7046358668;0x130e4ffde8e3ecf7:0x5a50b6900a0489ab;Lighthouse kitchen and Lounge, 9 ta' Frar 1799 10, SGN 9020, San Gwann;0.9999983693578752
402;node;4369083010;0x130e4fffff2f713b:0x5a8a3b48a8dc4859;TechPoinT, Triq Dun Karm Techpoint, Birkirkara;0.9999998199262811
403;node;4223244990;0x130e5001a9b4e7eb:0x2ec8119371106a1c;The Shipwreck, Triq S Sommier, BKR4611;0.9999986605695952
404;node;2796468608;0x130e50034b3d7b69:0xedf5f6e1b7c80361;HSBC Bank Malta - Balzan Branch, Triq Idmejda, Ħal Balzan;0.9999338993245835
405;node;7891274981;0x130e50038aa21329:0x85e5728a036a51b5;Marco Shoe Store, Triq Fleur-de-Lys, Birkirkara;0.9999996614875832
